id,transliteration,translation
14361,šurīpu,frost
14362,šuršašmu,pomegranate
14363,šuršiš,to/by the roots
14364,šuršu,root
14365,šuršudu,firmly founded
14366,šuršummu,sediment
14367,šuršummu,dregs
14368,šuršurrātu,chain
14369,šushurtu,non-indicative
14370,šushurtu,encircling
14371,šusummû,gift
14372,šusummû,delivery
14373,šuta''û,to trifle
14374,šuta''û,treat lightly
14375,šutabalkutu,cycle
14376,šutakṣuru,readied
14377,šutanīdû,antiphonal hymn
14378,šutarkubu,layered
14379,šutarkubu,of superimposed layers
14380,šutarruhūtu,glorification
14381,šutarruhūtu,adulation
14382,šutattupu,to form a partnership
14383,šutašnû,doubled
14384,šutebrû,long lasting
14385,šutebrû,persisting
14386,šutelū'u,to make lick up
14387,šuteṣlipu,criss-crossed
14388,šutinnu,bat
14389,šutinnu,flying fox
14390,šutlumu,to grant
14391,šutlumu,bestow generously
14392,šuttatu,(hunter's) pitfall
14393,šuttu,dream
14394,šuttu,pit
14395,šuttuqu,cracked
14396,šuttuqu,split
14397,šuttūtu,woven stuff
14398,šuttūtu,textile
14399,šutukku,reed-hut
14400,šutukku,reed shelter
14401,šutukku,reed bundle
14402,šutummu,storehouse
14403,šutû,woven material
14404,šutû,warp
14405,šutû,drinking
14406,šutābultu,(omen) interpretation
14407,šutābulu,mixed
14408,šutāhû,paired (off)
14409,šutāhû,arranged in pairs
14410,šutāpu,associate
14411,šutāpu,partner
14412,šutāpūtu,partnership
14413,šutāpūtu,joint venture
14414,šutātû,positioned opposite one another
14415,šutēburu,to act precipitately
14416,šutēburu,be hasty
14417,šutēmudu,superimposed (on one another)
14418,šutērsû,to make ready
14419,šutērsû,prepare
14420,šutēšuru,(kept) in order
14421,šuwā'u,lord
14422,šuwā'u,master
14423,šuāru,dance
14424,šuāti,him
14425,šuāti,her
14426,šuāti,that
14427,šuāti,the same
14428,šuātina,those
14429,šuātina,the same
14430,šuātu,lady
14431,šuātu,mistress
14432,šuātunu,those
14433,šuātunu,the same
14434,šuāš,on him/her
14435,šuāša,her
14436,šuāša,that
14437,šuāša,this same
14438,šuāšim,to him
14439,šuāšim,to her
14440,šuāšu,to him
14441,šuāšu,him
14442,šuāšu,that
14443,šuāšu,this same
14444,šuš'uru,to make dirty
14445,šušalšu,threefold
14446,šušerû,chill
14447,šušerû,frost
14448,šušippu,towel
14449,šuškallu,battle-net
14450,šušlušu,trebled
14451,šušmarû,basin
14452,šušpulu,very low
14453,šušpulu,mean
14454,šušqû,very exalted
14455,šušqûtu,exaltation
14456,šušruhu,glorified
14457,šušrātu,(a type of) leek
14458,šušānu,horse-trainer
14459,šušānu,groom
14460,šušānūtu,status of šušānu
14461,šuššu,one-sixth
14462,šuššār,216
14463,šuššār,000
14464,šuṣbuttu,allocation
14465,šuṣbuttu,provisioning
14466,šuṣrupu,dyed
14467,šuṣrupu,steeped
14468,šâ'u,to fly
14469,šâbu,to tremble
14470,šâbu,quake
14471,šâhu,to blow
14472,šâka,you
14473,šâlu,to ask
14474,šâlu,to rejoice
14475,šâmu,to buy
14476,šâmu,purchase
14477,šâqu,to tremble
14478,šâru,to slander
14479,šât,who(m)
14480,šâta,that
14481,šâta,this same
14482,šâti,(of) him
14483,šâti,that
14484,šâti,this
14485,šâtina,those
14486,šâtina,these same
14487,šâtu,him
14488,šâtu,that
14489,šâtu,this same
14490,šâtunu,those
14491,šâtunu,these same
14492,šâš,to her
14493,šâš,which
14494,šâša,to her
14495,šâši,to her
14496,šâšina,those
14497,šâšina,the same
14498,šâšu,(to/of) him
14499,šâšunu,(to/of) them
14500,šâšunu,those
14501,šâṭu,to pull
14502,šâṭu,tow
14503,šâṭu,to despise
14504,šâṭu,ignore
14505,šê'u,to pad
14506,šê'u,upholster
14507,šê'u,to fly
14508,šêhu,to be agitated
14509,šêlu,to sharpen
14510,šêlu,whet
14511,šênu,to put on (shoes)
14512,šêpu,to stride
14513,šêqu,to level off
14514,šêru,to rise early
14515,šêtu,that
14516,šêtu,this same
14517,šêtu,to be/leave remaining
14518,šêṭu,to miss (accidentally)
14519,šêṭu,neglect
14520,šêṭu,despise
14521,šêṭu,commit crime
14522,šû,his
14523,šû,hers
14524,šû,belonging to him/her
14525,šû,male and female š. stone
14526,šû,sheep
14527,šā,the two of
14528,šā'iltu,female diviner
14529,šā'iltu,praying mantis
14530,šā'ilu,asker
14531,šā'ilu,one who asks
14532,šā'ilu,dream interpreter
14533,šā'ilu,praying mantis
14534,šā'imu,buyer
14535,šā'iṭu,water-drawer
14536,šābulu,dried (out)
14537,šābulu,dry
14538,šādidu,boat-tower
14539,šādidu,tow rope
14540,šādidu,surveyor
14541,šāgimu,roaring
14542,šāgišu,murderer
14543,šāhilu,strainer
14544,šāhiṭu,attacker
14545,šāhu,basin
14546,šāhû,upright
14547,šākiku,one who strings beads
14548,šākinu,date palm cultivator
14549,šākinu,she who performs
14550,šākinūtu,date palm cultivation
14551,šākiru,drunkard
14552,šālilu,plunderer
14553,šālišu,third
14554,šāltu,interrogation
14555,šāme'ānu,hearsay witness
14556,šāmitu,brander
14557,šāmitu,marker
14558,šāmtu,purchase
14559,šāmu,purchased
14560,šāmūtu,purchase
14561,šāninu,rival
14562,šāninu,of equal birth
14563,šānû,runner
14564,šānû,trotter
14565,šāpirtu,mistress
14566,šāpirtu,lady
14567,šāpiru,giver of instructions
14568,šāpirūtu,post of šāpiru
14569,šāpirūtu,sovereignty
14570,šāpiṭu,district governor
14571,šāpiṭu,judge
14572,šāpiṭūtu,governorship
14573,šāpiṭūtu,jurisdiction
14574,šāpû,enemy
14575,šāpû,obdurate foe
14576,šāqû,butler
14577,šāqû,cup-bearer
14578,šāqû,chief cup-bearer
14579,šāqû,irrigator
14580,šāqûtu,irrigation work
14581,šāqītu,female cup-bearer
14582,šār,600
14583,šāriqānu,the thief
14584,šāriš,in the wind
14585,šārtu,hair
14586,šārtu,(animal's) pelt
14587,šāru,wind
14588,šāru,breath
14589,šāru,hostile
14590,šāru,enemy
14591,šārānu,wind-bag
14592,šārānu,flatulent
14593,šārūtu,post of singer
14594,šāt,who(m)
14595,šāt,which
14596,šāt urri,third watch of the night
14597,šātû,drinking much
14598,šāyimānu,purchaser
14599,šāyimānu,he who made the purchase
14600,šāyimānūtu,status of purchaser
14601,šāšītu,lantern
14602,šāṣû,croaker
14603,šē'u,neighbour
14604,šēbultu,despatch
14605,šēbultu,consignment
14606,šēdu,protective deity
14607,šēdu,luck
14608,šēhtu,incense burner
14609,šēhu,wind
14610,šēhu,breath
14611,šēlabiš,like a fox
14612,šēlebu,fox
14613,šēlebūtu,vixen
14614,šēltu,sharp blade
14615,šēltu,point
14616,šēlu,sharpened
14617,šēlū'utu,upward consignment
14618,šēlū'utu,material brought up
14619,šēlū'utu,scum
14620,šēlū'utu,votive gift
14621,šēlūtu,pointed blade
14622,šēmu,fat
14623,šēmu,grease
14624,šēmû,hearer
14625,šēmû,that hears
14626,šēnu,sandal(s)
14627,šēnu,shoe(s)
14628,šēpu,foot
14629,šēpītu,foot
14630,šēriš,violently
14631,šērtu,guilt
14632,šērtu,crime
14633,šērtu,punishment
14634,šērtu,morning
14635,šērtu,bar
14636,šēru,fierce
14637,šēru,morning
14638,šēru,song
14639,šēru,chant
14640,šētiš,as with a net
14641,šētu,(hunting) net
14642,šēzubtu,relief
14643,šēzubtu,holiday
14644,šēzuzu,very fierce
14645,šēšû,hunter or fowler using nets
14646,šēṭu,crime
14647,šēṭu,evil deed
14648,šēṭūtu,scorn
14649,šēṭūtu,neglect
14650,šī,she
14651,šī,that
14652,šī,this same
14653,šī'ūtu,rôle of neighbour
14654,šībtu,greyness
14655,šībtu,grey hair
14656,šībtu,old woman
14657,šībtu,female witness
14658,šību,old (person)
14659,šību,elder
14660,šību,witness
14661,šībūtu,old age
14662,šībūtu,function as witness
14663,šībūtu,testimony
14664,šīhtu,sprout
14665,šīhtu,shoot
14666,šīhu,grown (tall)
14667,šīhu,farmstead
14668,šīhu,estate
14669,šīlu,depression
14670,šīlu,concavity
14671,šīlu,brother
14672,šīlān,in the sunset
14673,šīlān,in the west
14674,šīmtu,what is fixed
14675,šīmtu,will
14676,šīmtu,testament
14677,šīmtu,fate
14678,šīmtu,destiny
14679,šīmu,purchase (price)
14680,šīmu,goods for commerce
14681,šīmu,purchased
14682,šīmūtu,purchasing venture
14683,šīnātu,urine
14684,šīpu,to produce a discoloration
14685,šīpātu,wool
14686,šīpātu,fleece
14687,šīqu,watering
14688,šīqu,irrigation
14689,šīqu,levelling off
14690,šīqu,plant of (= against) š.
14691,šīru,flesh
14692,šīru,body
14693,šīru,entrails (omen)
14694,šīsu,cry
14695,šīt,she
14696,šīt,that
14697,šīt,this same
14698,šīti,she
14699,šīti,that
14700,šīti,this same
14701,šītu,reins
14702,šītu,textile
14703,šīṭu,careless
14704,šū,that
14705,šū,this same
14706,šūa,that
14707,šūa,this same
14708,šūbu,rush
14709,šūbultu,consignment
14710,šūbultu,gift
14711,šūdadu,lover
14712,šūdûtu,announcement
14713,šūdûtu,edict
14714,šūhu,(small) cucumber
14715,šūkultu,feeding
14716,šūkultu,meal
14717,šūkultu,banquet
14718,šūkulu,fed
14719,šūkulu,fattened
14720,šūlu,evil spirit
14721,šūlu,reed stem
14722,šūlu,cough
14723,šūluku,brought to readiness
14724,šūlû,raised
14725,šūlû,high
14726,šūlû,ordeal
14727,šūlūtu,garrison
14728,šūlūtu,votive gift
14729,šūlūtu,summons
14730,šūmū,garlic
14731,šūnuhiš,with much trouble
14732,šūnuhu,much troubled
14733,šūnuhu,wearied
14734,šūnuqu,milk-giving
14735,šūpîš,in order to make apparent
14736,šūpîš,openly
14737,šūpîš,publicly
14738,šūpû,made apparent
14739,šūpû,resplendent
14740,šūpû,famous
14741,šūqu,height
14742,šūqu,plenty
14743,šūquru,very valuable
14744,šūru,dark
14745,šūru,reed bundle
14746,šūru,bull
14747,šūru,(a type of) ditch
14748,šūru,guarantor
14749,šūrubtu,bringing in
14750,šūrubtu,paying in
14751,šūrû,to teach
14752,šūrû,instruct
14753,šūsumu,very fitting
14754,šūt,who(m)
14755,šūt,those who(m)
14756,šūt,that
14757,šūt,this same
14758,šūt,because of
14759,šūt,concerning
14760,šūtu,he
14761,šūtu,south
14762,šūtu,south wind
14763,šūtuqtu,averting
14764,šūtuqu,surpassing
14765,šūtuqu,outstanding
14766,šūtuqūtu,despatch
14767,šūtuqūtu,forwarding
14768,šūturu,very great
14769,šūturu,supreme
14770,šūtān,south(-east) (of)
14771,šūtānānu,south(-east) (of)
14772,šūzubu,saved
14773,šūzubu,rescued
14774,šūzuzu,very fierce
14775,šūši,sixty
14776,šūšu,liquorice
14777,šūšu'û,one-sixtieth
14778,šūšubtu,seat
14779,šūšubtu,stool
14780,šūšubtu,ambush
14781,šūšubu,pot stand
14782,šūšuriš,in order
14783,šūšuriš,correctly
14784,šūšuru,in order
14785,šūšuru,correct
14786,šūšuru,straightness
14787,šūšuru,sweepings
14788,šūšuru,domestic debris
14789,šūšâtu,chaos
14790,šūšâtu,disruption
14791,šūšī-,60 times
14792,šūṣubtu,addition
14793,šūṣubtu,increment
14794,šūṣû,made to leave
14795,šūṣû,protruding
14796,šūṣūtu,lease
14797,ū,or
14798,ū'a,woe!
14799,ū'a,alas!
14800,ūbu,thickness
14801,ūdu,distress
14802,ūdu,affliction
14803,ūl,or
14804,ūla,or
14805,ūlašūma,or else
14806,ūlašūma,or on the other hand
14807,ūlū,or
14808,ūm,one day
14809,ūma,today
14810,ūma,on this day
14811,ūma,for a day
14812,ūmakkal,for one day
14813,ūmakkal,for the length of one day
14814,ūmakkalû,one day's
14815,ūmiš,like day(light)
14816,ūmiš,like a storm
14817,ūmišam,daily
14818,ūmišam,day by day
14819,ūmtu,(one specific) day
14820,ūmu,day
14821,ūmu,storm(-demon)
14822,ūmu,mythical lion
14823,ūmussu,daily
14824,ūmītu,born on the day
14825,ūmšu,till this day
14826,ūru,roof
14827,ūru,(nakedness
14828,ūru,i.e.) pudenda
14829,ūru,limb
14830,ūru,shaft
14831,ūru,city
14832,ūrānu,puppy
14833,ūsu,usage
14834,ūsu,custom
14835,ūsu,good practice
14836,ūsu,goose
14837,ūṣu,arrow(head)
14838,ūṭu,span
14839,ūṭu,half-cubit
14840,ṣa'nu,flock
14841,ṣabat,starting from
14842,ṣabburītu,female mutterer
14843,ṣabbutītu,(evil) female seizer
14844,ṣabiātu,wishes
14845,ṣabiātu,designs
14846,ṣabru,blinker
14847,ṣabru,winker
14848,ṣabru,one who blinks
14849,ṣabru,winks
14850,ṣabtu,captured
14851,ṣabtu,taken
14852,ṣabû,wished for
14853,ṣabû,expected
14854,ṣabû,to wish (for)
14855,ṣabā'u,to take the field
14856,ṣabābu,to flutter (about)
14857,ṣabāriš,for speaking
14858,ṣabāru,to twinkle
14859,ṣabāru,blink
14860,ṣabāru,mutter
14861,ṣabāru,to bend
14862,ṣabāru,twist
14863,ṣabātu,to seize
14864,ṣabātu,take
14865,ṣabātu,hold
14866,ṣabītu,gazelle
14867,ṣaddu,(wooden) signal
14868,ṣaddu,sign
14869,ṣaduq,right
14870,ṣaduq,true
14871,ṣadû,to receive as sustenance
14872,ṣadānu,roof ṣ.
14873,ṣadāru,to be (placed) askew
14874,ṣadāru,slant
14875,ṣadīdu,antimony
14876,ṣahharu,minor crop
14877,ṣahhuru,very small
14878,ṣahittu,wish
14879,ṣahittu,desire
14880,ṣahittu,she who is desired
14881,ṣahtu,pressed
14882,ṣahtu,squeezed
14883,ṣahurānūtu,(time of) youth
14884,ṣahātu,to press
14885,ṣahātu,squeeze
14886,ṣahātu,to wish
14887,ṣahātu,desire
14888,ṣalbatānu,planet Mars
14889,ṣaliptu,lying
14890,ṣaliptu,dishonesty
14891,ṣallamu,black
14892,ṣallamu,very dark
14893,ṣallu,sleeping
14894,ṣallu,(animal-)skin
14895,ṣallu,leather
14896,ṣallummû,comet
14897,ṣallāmu,black (one)
14898,ṣallūtu,(state of) sleep
14899,ṣalmu,black
14900,ṣalmu,dark
14901,ṣalmu,effigy
14902,ṣalmu,image
14903,ṣalmāt qaqqadi,the black-headed ones
14904,ṣalpu,sliced
14905,ṣalpu,crooked
14906,ṣalā'u,to throw
14907,ṣalā'u,lay (down)
14908,ṣalālu,to lie (down)
14909,ṣalālu,sleep
14910,ṣalāmu,to be(come) black
14911,ṣalāmu,be(come) dark
14912,ṣalāpu,to cut (at an angle)
14913,ṣamdu,bound up
14914,ṣamdu,equipped
14915,ṣamû,thirsty
14916,ṣamû,to be(come) thirsty
14917,ṣamû,thirst for
14918,ṣamādu,team
14919,ṣamādu,to tie up
14920,ṣamādu,yoke
14921,ṣamādu,hitch up
14922,ṣamādu,bind up
14923,ṣamāru,to wish
14924,ṣamāru,strive (for)
14925,ṣamātu,to transfer (property)
14926,ṣamātu,sell
14927,ṣanāhu,to excrete (fluid)
14928,ṣanāhu,have diarrhoea
14929,ṣapparrû,malicious gossiper
14930,ṣappuhu,to squeeze out
14931,ṣapru,pressed in
14932,ṣapru,down
14933,ṣapû,soaked
14934,ṣapû,dyed
14935,ṣapû,to soak
14936,ṣapû,drench
14937,ṣapānu,to shelter
14938,ṣapānu,recover
14939,ṣapānu,rescue
14940,ṣapāru,to press down
14941,ṣapāru,wink
14942,ṣapšiš,like a ṣ. garment
14943,ṣapūnu,north
14944,ṣar,to strike hard
14945,ṣar'u,snake
14946,ṣarbatu,poplar
14947,ṣarbu,poplar
14948,ṣarhiš,plaintively
14949,ṣarhu,hot
14950,ṣarhu,wailing
14951,ṣarhu,flashing
14952,ṣarpiš,loud and bitterly
14953,ṣarpu,burnt
14954,ṣarpu,reddened
14955,ṣarpu,refined
14956,ṣarramu,very keen
14957,ṣarramu,eager
14958,ṣarramu,striving hard
14959,ṣarrihu,shining
14960,ṣarrišu,spreading
14961,ṣarru,flashing
14962,ṣarruputtu,(silver) refining
14963,ṣarāhu,to cry out
14964,ṣarāhu,wail
14965,ṣarāhu,complain
14966,ṣarāhu,to light up
14967,ṣarāhu,flare up
14968,ṣarāhu,to heat up
14969,ṣarāhu,to send
14970,ṣarāku,to gut
14971,ṣarāku,disembowel
14972,ṣarāmu,to make an effort
14973,ṣarāmu,strive
14974,ṣarāpu,to burn
14975,ṣarāpu,fire
14976,ṣarāpu,dye (red)
14977,ṣarāpu,to be loud
14978,ṣarāpu,resound
14979,ṣarāru,to flash
14980,ṣarāru,drip
14981,ṣarāru,to pack up
14982,ṣarātu,to fart
14983,ṣarāšu,to spread out
14984,ṣarāšu,give out rays
14985,ṣarīpu,dyed (red) sheep
14986,ṣarṣartu,forest
14987,ṣarṣartu,wood
14988,ṣawwû,to speak
14989,ṣawāru,neck
14990,ṣayyahu,enjoyable
14991,ṣayyahu,sumptuous
14992,ṣayyudû,roving
14993,ṣayyudû,roaming
14994,ṣayyuhû,grinning fiendishly
14995,ṣayyādu,vagrant
14996,ṣayyādu,hunter
14997,ṣe'pu,sealed letter
14998,ṣehertu,(little) girl
14999,ṣehertu,small goods
15000,ṣehhertu,young girl
15001,ṣehhertu,minor crops
15002,ṣehhertu,small pieces
15003,ṣehheru,tiny
15004,ṣehheru,diminutive
15005,ṣehheru,very small
15006,ṣehhu,battle fury
15007,ṣehru,small
15008,ṣehru,young
15009,ṣehru,(time of) youth
15010,ṣehrūtu,(time of) youth
15011,ṣehēru,to be(come) small
15012,ṣehēru,young
15013,ṣehēru,little
15014,ṣelû,to insult
15015,ṣelû,to ignite
15016,ṣemēru,to swell up
15017,ṣemēru,be swollen
15018,ṣemēru,bloated
15019,ṣerhiš,with shouting
15020,ṣerhu,shout
15021,ṣerhu,lamentation
15022,ṣerhu,flash
15023,ṣerhu,sudden illumination
15024,ṣerhu,flare
15025,ṣerhu,fever(ish) heat
15026,ṣermu,effort
15027,ṣermu,goal
15028,ṣermu,desire
15029,ṣerpu,red wool
15030,ṣerpu,red spot
15031,ṣerpu,(red) dye
15032,ṣerpu,fired (clay)
15033,ṣerpu,refined gold
15034,ṣerretu,nose-rope
15035,ṣerretu,leading rope
15036,ṣerretu,mane
15037,ṣerretu,concubine
15038,ṣerretu,subsidiary wife
15039,ṣerru,snake
15040,ṣerru,socket for doorpost
15041,ṣerru,enmity
15042,ṣerru,enemy
15043,ṣerrāniš,like a snake
15044,ṣerrāniš,through the doorpost socket
15045,ṣertu,nipple
15046,ṣertu,teat
15047,ṣertu,udder
15048,ṣeršu,offshoot
15049,ṣeršu,growth
15050,ṣibaru,aloe
15051,ṣibatannūtu,fief
15052,ṣibatannūtu,land-holding
15053,ṣibittu,seizure
15054,ṣibtu,seizure
15055,ṣibtu,(addition =) interest
15056,ṣibtātu,fetters
15057,ṣibûtu,wish
15058,ṣibûtu,desire
15059,ṣibûtu,need
15060,ṣibûtu,plan
15061,ṣibāru,sparrow
15062,ṣiddu,proletariat
15063,ṣiddu,common people
15064,ṣidītu,(travel) provisions
15065,ṣiliptu,(diagonal) dissection
15066,ṣillu,shade
15067,ṣillu,shadow
15068,ṣillu,protection
15069,ṣillurtu,chaste tree
