,source_id,row_index,segment_idx,transliteration,translation
1664,,1667,0,a-na iš-du-ki-in qí-bí-ma um-ma a-šur-mu-ta-bi₄-il₅-ma ú-nu-ut-kà ša-al-ma-at <gap>-a da-am-qí-iš i-lu-ku 5 GÍN KÙ 5 GÍN AN.NA ša 20 GÍN <gap> 7 GÍN ga-am-ra-am ik-šu-dam ù 5 GÍN KÙ.BABBAR ša a-na AB.BA-ta-aq-bi₄-a-ni ú-lá ni-dí-šu-um ḫa-ra-an ni-<gap> ŠÀ.BA um <gap> ú-ta-ar <gap> um-ma šu-ut-ma a-na be-el nu-ku-ur-tí-a <gap> ra-bi₄-ṣa-am da-nam a-na ú-lá-ma i-<gap>-ni-a-tí,"To Išdu-kēn from Aššur-muttabbil: Your goods are safe. <gap> goes well. 5 shekels of silver and 5 shekels of tin of 20 shekels <gap> I incurred an expense of 7 shekels; also, the 5 shekels of silver that you had promised to the father(?) we did not give him. The road <gap> he returned <gap> he said: <gap> he gave us a powerful attorney to Ulama against my enemy."""
1665,,1668,0,a-na a-šur-ni-im-ri qí-bi₄-ma um-ma kur-bi₄-ì-lí-ma e-ma-ru a-na na-áb-ri-tim-ma na-ad-ú <gap> ḫa <gap> a-na 0.3333 ma-na na-dí šu-ma be-li a-ta ší-im TÚG.ḪI-tí-a šé-bi₄-lam šu-ma a-na a-lim{ki} ta-ša-pá-ra-ni lu ší-im TÚG.ḪI-tí-a lu ší-im ṣú-ḫa-ri-a šé-bi₄-lam a-ḫi a-ta ta-da-gal-ma a-na-kam KÙ.BABBAR 1 GÍN i-na qá-tí-a lá-šu KÙ.BABBAR 1 GÍN a-na ú-ku-ul-tí-a šé-bi₄-lam,"To Aššur-nimrī from Kurub-ilī: The donkeys have been placed in the paddock. <gap> has been placed for 0.3333 mina. If you are truly my lord, send me the proceeds from my textiles. If you write to me in the City, send me both the proceeds from my textiles and the price of my servants. My dear brother, you can see that not a single shekel of silver is in my possession here. Send me just a single shekel of silver for my food."
1666,,1669,0,a-na šu-IŠTAR ú <gap> qí-bi-ma um-ma ma-num-ba-lúm-a-šur-ma a-na šu-IŠTAR qí-bi-ma a-na-kam a-na URUDU ša kà-ri-im a-na ta-áš-bi₄-it URUDU É.GAL-lúm a-lam ú-kà-li-im <gap> a-dí-ma ší-im a-li-im a-dí-ni lá ni-ib-tù-uq a-dí 2 u₄-me-e ší-im a-li-im ni-ba-ta-aq-ma ú a-na URUDU-i-kà ni-na-ḫi-id-ma URUDU-a-kà ni-ša-lá-ḫa-am mì-ma a-na URUDU-i-kà li-ba-kà lá i-pá-ri-id a-ḫi a-ta a-na mì-ma tí-ir-tí-a ša a-šur-DU₁₀ ú i-ri-šu-um ub-lu-ni-ku-nu-tí-ni i-ḫi-id-ma <gap> um-ma šu-ut-ma tí-ir-ta-kà li-li-kam ú ú-nu-tí KI pá-nim-ma áb-kam,"To Šu-Ištar and <gap> from Mannum-balum-Aššur; to Šu-Ištar: Here the palace offered for the copper of the colony for the full payment of copper. <gap> We have not so far cut down the price of the ; within 2 days we shall cut down the price of the, and then we shall pay attention to your copper and set aside your copper.Do not worry about your copper. My dear brother, pay attention to every instruction of mine that Aššur-ṭāb and Irišum brought to you, and <gap> He said: Send me word; also, dispatch my goods at once."""""
1667,,1670,0,3.6666 ma-na KÙ.BABBAR a-na ma-ma-i-im a-šu-mì a-šur-ta-ak-lá-ku LUGAL-sú-in iš-qúl 5 ma-na KÙ.BABBAR iš-tí ur-ší-ší <gap> 6.5 ma-na KÙ.BABBAR kur-ub-a-šur ù en-nam-a-šur DUMU ṣí-li-IŠTAR 1 ma-na 6 GÍN KÙ.BABBAR iš-tí ì-li-ma-lik <gap> ma-na KÙ.BABBAR bé-ú-lá-at <gap>-zu-ba 1 ma-na KÙ.BABBAR iš-tí DINGIR-na-da DUMU ì-lí-e-mu-qí 2 ma-na KÙ.BABBAR iš-tí iš-pu-na-aḫ-šu 30 TÚG šu-ul-ḫi iš-tí a-mur-a-šur DUMU i-dí-lim 32 TÚG šu-ul-ḫu a-ḫa-ma iš-tí sú-in-il₅-šu 10.5 GÍN KÙ.GI pá-ša-lúm ta-ki-tám i-na áb-ni-šu iš-tí šu-sú-in 0.3333 ma-na ŠU ša a-mur-a-šur DUMU i-dí-lim a-na kà-ri-bu iš-qú-ul 0.6666 ma-na 2 GÍN KÙ.BABBAR KI a-šur-SIPA 13.5 GÍN KÙ.BABBAR KI na-áb-sú-in 0.8333 ma-na 1 GÍN KÙ.BABBAR KI lá-qé-pì-im DUMU kà-a-tim 7 GÍN KÙ.BABBAR KI lá-qé-pì-im DUMU {d}AB-ba-ni 18.3333 GÍN KÙ.BABBAR a-mur-{d}UTU 1.5 ma-na 1 GÍN KÙ.BABBAR ší-im a-mu-tim KI PUZUR₄-a-na DUMU e-lá-lí 0.3333 ma-na 6 GÍN KÙ.,"Šarrum-Suen paid 3.6666 minas of silver to the king of Mamma on behalf of Aššur-taklāku. 5 minas of silver is owed by Uršiši; <gap> 6.5 minas of silver: Kurub-Aššur and Ennam-Aššur son of Ṣilli-Ištar; 1 mina 6 shekels of silver is owed by Ilī-malik; <gap> minas of silver is the working capital of <gap>zuba; 1 mina of silver is owed by Ilī-nādā son of Ilī-emūqī; 2 minas of silver is owed by Išpun-ahšu; 30 šulhu-textiles are owed by Amur-Aššur son of Iddin-ilum; 32 šulhu textiles are also owed by Suen-ilšu; 10.5 shekels of pašallu-gold, confirmed (weight), ore, is owed by Šu-Suen;"
1668,,1671,0,da-a-sú ù ú-kúl-tù-šu ša ki-ta-a iš-tù bu-ru-uš-ḫa-tim a-dí a-lim{ki} e-lá-ma iš-qúl šu-ma iš-tù a-lim{ki} ú-nu-tám ša e-lá-ma lá i-sà-ri-dam da-a-sú ù ú-kúl-tù-šu ki-ta-a ú-ma-lá IGI šu-IŠTAR IGI šu-a-šùr,"The road-tax he incurs and the food of Kitaya from Burušhattum until the City Elamma has paid. If he does not transport of the goods of Elamma from the City Kitaya will compensate (what was paid him for) the road-tax and food. In the presence of Šu-Ištar, of Šu-Aššur."
1669,,1672,0,a-na e-na-nim ù a-lá-ḫi-im qí-bi₄-ma um-ma MAN-a-šùr-ma a-na e-na-nim qí-bi₄-ma 0.5 ma-na 2 GÍN KÙ.BABBAR ku-nu-ki-a ša e-zi-ba-ku-ni um-ma a-ta-ma KÙ.BABBAR a-na a-ta-a a-dí-ma a-na ṣé-ri-kà ú-šé-bi₄-lu-nim a-na-kam a-ta-a aṣ-ba-at-ma um-ma a-na-ku-ma KÙ.BABBAR ša e-na-num ú-šé-bi₄-lá-kà-ni dí-na-am um-ma šu-ut-ma mì-ma en-na-num KÙ.BABBAR lá i-dí-in a-na-kam a-na a-ta-a da-ni-tí aq-bi₄ ṭup-pá-am ša ší-be-kà a-ma-kam ḫi-ri-im ša ki-ma KÙ.BABBAR a-ta-a tù-šé-bi-lá-ni šu-ma a-na a-ta-a lá ta-dí-in KÙ.BABBAR a-na a-lá-ḫi-im dí-in,"To Ennānum and Ali-ahum from Puzur-Aššur, specifically to Ennānum: About the 0.5 mina 2 shekels of silver under my seal that I left with you, you said: I gave the silver to Ataya and they sent it to you."" I seized Ataya here and said: ""Give me the silver Ennānum sent with you."" He replied: ""Ennānum gave me no silver."" I spoke in strong terms to Ataya here. Certify your tablet there with your witnesses to prove that you sent the silver with Ataya. If you did not give it to Ataya, then give the silver to Ali-ahum."""
1670,,1673,0,um-ma ša ki-ma ku-wa-tí-ma a-na en-um-a-šur qí-bi₄-ma 21 GÚ 40 ma-na URUDU 1 GÚ 28 ma-na URUDU SIG₅ ku-nu-ki-ni ša-lim-wa-ar-dim i-ra-dí-a-kum 21 GÚ 30 ma-na URUDU i-na ma-ṣa-ar-tim nu-šé-ṣí 3 GÚ URUDU ší-kam ša-lim-wa-ar-dim i-dí-ni-a-tí ma-lá i-na ba-áb-tí-kà il₅-ta-qé-ú a-ma-kam lu-ba-li-ṭá-kum a ma-lá na-áš-pè-er-tí-ni pá-ni-tim URUDU ša ma-ṣa-ar-tim 20 ma-na i-tí-ir a ma-lá tí-ir-tí-kà ni-iš-ta-al-ma na-áš-pè-er-ta-kà ša a kà-ri-im tù-šé-bi₄-lá-ni ki-ma i-na ṭup-pì-kà a-wa-tum 2 ší-ta ú 3-áš da-na-tim ta-al-pu-ta-ni lá nu-uš-ta-áš-me-ší um-ma né-nu-ma sú-ra-am e nu-ša-al-qé-šu-nu na-áš-pè-er-ta-kà i-ba-ší i-na a-lá-ki-kà e-na-na-tim e-ri-iš-ma e-nu-nu-ni-kum ša-áp-ra-tum ša DUMU PUZUR₄-a-na a-šar šu-IŠTAR i-ba-ší-a tí-ir-ta-kà li-li-kam qá-tum a-na 1 GÚ 10 ma-na ta-dí-in,"From your representatives to Ennam-Aššur: Šalim-wardī leads 21 talents 40 minas of copper and 1 talent 28 minas of good copper under our seals to you. We brought uot 21 talents 30 minas of copper from the safe. Šalim-wardī gave us 3 talents of -copper. He will credit you there with as much as he received from your outstanding claims. In accordance with our previous missive about the copper from the safe 20 minas were in excess; in accordance with your instructions, we took counsel, and as for your missive that you sent to the colony, since you wrote 2 or 3 harsh words in your letter, we have not let it be heard. We thought: We must not allow them to take offense!"" Your missive is still here. When you come, ask for clemency, and they will be lenient with you. The pledges from Puzur-Anna's son are with Šu-Ištar. Send word. The share has been sold for 1 talent 10 minas."""
1671,,1674,0,a-na 4 GÚ AN.NA a-wi-it e-lá-ma 4 ma-na 15 GÍN.TA da-tum 17 ma-na AN.NA ik-šu-sú 5 ma-na AN.NA a-na ANŠE me-tim ku-na-a iš-ku-ni-a-tí 0.3333 ma-na 7.5 GÍN a-na ta-ší-a-tim áš-qúl 2 ma-na ú-ku-ul-tum 15 GÍN qá-qá-dum ik-šu-sú ta-ší-a-at 10 TÚG.ḪI.A wa-at-ru-tim 1.5 ma-na AN.NA il₅-qé 0.5 ma-na KÙ.BABBAR bé-ú-la-tù-šu 0.3333 ma-na KÙ.BABBAR ša a-na pá-ni-šu tù-šé-bi₄-lu 10 GÍN.TA a-na AN.NA ŠA-dí-in-ma mì-ma a-nim ga-am-ru-um 2.5 ma-na AN.NA ni-pu-ul-šu-um a-na 5 GÍN KÙ.BABBAR nu-ku-ra-im ù 1.5 ma-na AN.NA ta-ší-a-tim ša il₅-qé-ú da-ni-tí a-qá-bi₄-šu-um,"On 4 talents of tin, the declared value of Elamma('s merchandise), the road-tax at 4 minas 15 shekels tin per (talent) amounted for him to 17 minas of tin. 5 minas of tin Kunnāya charged us for a donkey that had died. I paid 27.5 shekels (of tin) as costs of transport, 2 minas (of tin) for food and fodder, the head-tax amounted for him to 15 shekels. As costs of transport of 10 extra textiles he (the harnesser) took 1.5 mina of tin, 0.5 mina of silver was his working capital. The 0.3333 mina of silver you sent him en route, was sold for tin at a rate of 10 : 1 and this is the total of the expenses. We made him a balance payment of 2.5 minas of tin. For the 5 shekels of silver that were disputed and the 1.5 mina of tin he took as transport costs I will state him my harsh conditions."
1672,,1675,0,0.3333 ma-na 3 GÍN KÙ.BABBAR a-na sú-sá-a a-šu-mì a-al-DU₁₀ áš-qúl IGI en-na-nim na-pá-ḫi-im IGI en-um-a-šùr DUMU bu-ut-qí-im IGI a-šùr-be-el-a-wa-tim DUMU zu-ba,"43 shekels of silver I paid to Susāya on behalf of Āl-ṭāb. In the presence of Ennānum, the blacksmith, of Ennam-Aššur, son of Butqum, of Aššur-bēl-awātim, son of Zuba."
1673,,1676,0,a-na tám-kà-ri-im qí-bi-ma um-ma šu-IŠTAR-ma 9 ma-na KÙ.BABBAR ṣa-ru-pá-am ku-nu-ki-a ša ší-im lu-qú-tim ša ṭup-pì-a ḫa-ar-mì-im na-áb-sú-in ù e-ri-mu-ša na-áš-ú-ni-ku-um SAG.BA 1.5 ma-na 1.6666 GÍN KÙ.BABBAR ší-im ḫu-sà-ri-im 0.5 ma-na 8.5 GÍN ḫu-sà-ru-um a ší-mì-im ta-dí-in a-ḫi a-ta be-li a-ta a-ša ak-lu-ú li-ba-kà lá tù-lá-ma-na-kum a-we-lúm lá da-am-qú-um i-na e-ni-kà a-na ba-ú-ší-a i-za-az i lá i-dim URUDU 7 GÚ É kà-ri-im uš-ta-aṣ-bi₄-it a-dí ki-zi ak-lá iš-tí kà-ri-im ú-ta-na-na-an-ma a-ta-be-a-ma a-ta-lá-kam,"To the merchant from Šu-Ištar: Nab-Suen and Ewarimuša bring you 9 minas of refined silver under my seal, from the proceeds from the goods (mentioned) in my certified tablet. Of that 1.5 mina 1.6666 shekel of silver was the price of lapis lazuli. 0.5 mina 8.5 shekels of lapis lazuli was offered for sale. My dear brother and lord, do not be angry with me because I held back. A man who is no good stands ready to defame me in your eyes. Without reason he made the colony seize some 7 talents of copper. I held back until <gap> I keep imploring the colony, and I shall set out and come."
1674,,1677,0,i-šu-šu-um um-ma i-na-aḫ-DINGIR-ma KÙ.BABBAR šu-qú-ul a-we-lúm KÙ.BABBAR ú-ša-áš-<gap>-qá-lá-ni a-na-kam šu-IŠTAR ù IŠTAR-lá-ma-sí ik-ta-na-lu-ú-ni um-ma šu-nu-ma KÙ.BABBAR a-ḫi-kà lá ta-ša-qá-al-ma lu-mu-ul-li-bi₄-im a-na a-ḫi-kà lá ta-ra-ší um-ma i-na-aḫ-DINGIR-ma KÙ.BABBAR 10 ma-na té-pu-uš-ma tù-ub-lam KÙ.BABBAR a-na ma-lá ṭup-pí-kà ḫa-ar-mì-im šu-qú-ul šu-ma a-dí 10 u₄-me-e lá ta-tal-kam ú-lá tí-ir-ta-kà a-na ṣé-er ša ki-ma ku-wa-tí lá i-tal-kam KÙ.BABBAR a-na i-na-aḫ-DINGIR a-ša-qal,"<gap> he has against him. Inah-ilī said: Pay the silver!"" The man wants to make me pay the silver. Šu-Ištar and Ištar-lamassī keep holding me back here, saying: ""Do not pay your brother's silver and incur his anger!"" Inah-ilī said: ""You have made and brought here some 10 minas of silver. Pay the silver in accordance with your certified tablet."" If you have not come within 10 days or have sent word to your representatives, I shall pay the silver to Inah-ilī."""
1675,,1678,0,<gap> a-na-kam <gap> ù me-er-ú <gap> ša-bu-ú <gap> a-na ṭup-pì-im ta-da-nim IGI ṣa-bi₄-im 10 a-šur-ma-lik e-pu-li-<gap> ṭup-pá-am li-dí-na-ku-nu-tí-ma iš-tí id-na-a šé-bi₄-lá-ni-šu šu-ma mì-ma <gap> ù a-ṣé-er <gap>,<gap> here <gap> and the sons <gap> have been paid <gap> In order to give a tablet Aššur-malik answered me before 10 men <gap>
1676,,1679,0,1 ṭup-pá-am ša bi-zi-lá ù IŠTAR-lá-ma-sí qá-sá ša IŠTAR-lá-ma-sí 2 qá-áb-li-a-tim ša 1 ma-na.TA KÙ.BABBAR iš-té-et a-ḫu-úz-tum mu-ša-lá-am ša ZABAR ù ma-az-li-ki mì-ma a-nim a-na ḫu-bu-ul {d}NIN.ŠUBUR-ba-ni a-na lu-lu áp-qí-id um-ma a-na-ku-ma a-na É a-bi-a ù um-mì-a a-na mì-ma šu-um-šu ú-lá ta-tù-ar lu i-na ší-im bé-tim lu i ši-im TÚG.ḪI.A lu i ší-im qá-áb-li-a-tim mu-ša-li-im ù ma-az-li-ki iš-tù nu-a-am ḫu-bu-ul {d}NIN.ŠUBUR-ba-ni tù-ša-bu-ú ší-tum KÙ.BABBAR mì-ma i-na li-bi-kà i-ší-tù i-le-e i-na li-bi-kà i-šu-ú i-na ṭup-pí-im pá-qá-dim bi-za-lá a-na qá-tí-ša ta-zi-iz IGI dan-a-šur IGI a-mur-DINGIR IGI ma-ṣí-ì-lí IGI a-šur-iš-ta-ki-il₅ IGI ḫa-pu-a-šu ša SÍG.ḪI.A IGI PÚZUR.IŠTAR,"(Of) 1 tablet of Bizila and Ištar-lamassī, the share of Ištar-lamassī; 2 -containers of 1 mina silver each, one with inlay; a bronze mirror and some 's. All this I entrusted to Lullu for the debt of Ilabrat-bāni, with the words: You shall not again claim anything from the house of my father and mother, neither from the price of the house, nor from the price of textiles, nor from the price of 's, the mirror, and the 's. After you will have paid the Anatolian the debt of Ilabrat-bāni, for the rest of the silver, whatever you still owe me, I have the gods as claim on you. When the tablet was handed over Bizala took responsibility for her share. In the presence of Dān-Aššur, of Amur-ili, of Maṣi-ilī, of Aššuriš-takil. of Happuaša, the wool-trader, and of Puzur-Ištar."""
1677,,1680,0,ša ni-iš a-lim{ki} ù ru-ba-im ta-mu-ú kà-i-lá ma-nu-ba-lu-um-a-šur a-ša-a-al-kà ṭup-pá-am ša 5 ma-na KÙ.BABBAR ú ṣí-ba-tí-šu ša a-šur-ták-lá-ku a-na PUZUR₄-a-na a-ḫi-šu ḫa-bu-lu-ú ṭup-pá-am PUZUR₄-a-na a-na na-áb-ší-im lu a-na a-bi-kà e-zi-ib lu ku-a-tí e-zi-ba-ku-um ik-re-e ú-lá kà-i-ni ú-la ri-ig-ma-tù-um ší-bu-tù-um en-um-a-šur KÙ.BABBAR tám-kà-ri-šu i-šé-e ma-num-ba-lúm-a-šur ša ki-ma en-um-a-šur e-pu-ul um-ma ma-num-ba-lúm-a-šur-ma a-na ša ki-ma en-um-a-šur-ma 4 ma-na KÙ.BABBAR PUZUR₄-a-na DUMU šu-{d}EN.LÍL ḫa-bu-lam ṭup-pu-šu ḫa-ar-ma-am ú-kà-al PUZUR₄-a-na GÁN-lam i-lá-ak-ma um-ma a-na-ku-ma ša-zi-za-am ša KÙ.BABBAR-pí-i-kà um-ma PUZUR₄-a-na-ma ma-nam lu-ša-zi-za-ku-um a-ma ṭup-pu-um ḫa-ar-mu-um ša 5 ma-na KÙ.BABBAR ša ḫu-bu-ul a-šur-ták-lá-ku DUMU šu-{d}EN.LÍL le-qé-ma qá-at-kà lu ša-ak-na-at-ma a-šùr-ták-lá-ku ša-áš-qí-il₅-ma KÙ.BABBAR ù ṣí-ba-sú le-qé-ma ù KÙ.BABBAR a-na-ku,"Keep in mind what was sworn by the Ciy and the king! Mannum-balum-Aššur, I question you: The tablet concerning 5 minas of silver and its interest that Aššur-taklāku owes to his brother Puzur-Anna, did Puzur-Anna leave the tablet for safekeeping with your father, or did he leave it with you yourself? Deny or confirm it!"" This is not a formal lawsuit but a witnessed statement. Ennam-Aššur sues for the silver of his merchant. Mannum-balum-Aššur answered, saying to Ennam-Aššur's representative: ""Puzur-Anna son of Šu-Illil owes me 4 minas of silver. I have his certified tablet. Since Puzur-Anna would go overland, I said: 'Appoint someone responsible to me for your silver.' Puzur-Anna answered: 'Who shall I appoint for you? Here, take a certified tablet worth 5 minas of silver, the debt of Aššur-taklāku son of Šu-Illil, lay claim to it and make Aššur-taklāku pay, take the silver and the accrued interest paid, and then I personally shall take the silver.' <gap> you say: 'Did Puzur-Anna leave the tablet for safe-keeping with your father or with you?' I do not seek litigation or strife. Let Ennam-Aššur swear on Aššur's dagger that Puzur-Anna left the tablet with my father or with me for safe-keeping, and that he did not leave it with me for me to lay claim. Let him swear that he did not personally know that it was deposited for 4 minas of silver. <gap> in the tablet <gap> If he does not swear, no one <gap> Šu-Illil <gap>"""
1678,,1681,0,3 ma-na AN.NA ku-nu-ki ša i-ku-pí-IŠTAR DUMU i-ku-a-a a-na ì-lí-a-LIM DUMU sú-kà-li-a áp-qí-id IGI šu-ku-bi-im DUMU qá-a-tim IGI a-šur-ma-lik DUMU a-lá-ḫi-im 7 ma-na AN.NA ša ku-ni-lim a-šur-DU₁₀ ú-bi-il₅,"Three minas of tin under the seals of Ikūn-pī-Ištar, son of Ikū'aya I entrusted to Ilī-ālum, son of Sukkalliya, in the presence of Šu-Kūbum, son of Qa'atum (and) of Aššur-mālik, son of Ali-ahum. Seven minas of tin belonging to Kūn-ilum Aššur-ṭāb brought away."
1679,,1682,0,um-ma a-šur-ma-sú-wi-ma a-na a-šur-na-da ù en-nam-a-šùr qí-bi₄-ma a-na en-nam-a-šùr qí-bi₄-ma DAM a-šùr-na-da lu-ṭá-ib-kà 5 GÍN KÙ.BABBAR a-na lu-bu-ší-ša ù ep-ri-ša a-na mu-lá i-ta-dí-ší-im a-ma ša šé-bu-lim ú-šé-ba-lá-ku-um-ma KÙ-áp-kà šu-ta-bi₄ ṭup-pì-a ša-ṣí-ir té-er-ta-kà za-ku-tám iš-tù a-lim a-ša-pá-ra-kum <gap> e-ni-<gap>,"From Aššur-massuʾī to Aššur-nādā and Ennam-Aššur; specifically to Ennam-Aššur: Aššur-nādā should satisfy you with regard to the wife. Give regularly 5 shekels of silver for her clothes and her provisions to Mula. I shall send what there is to send to you, so you can be satisfied with the silver you are entitled to. Guard my tablets. I shall send you a complete report from the City. <gap>"
1680,,1683,0,36 GÚ SÍG.ḪI.A ša ì-lí-dan ša i-na É ir-i-bi₄-im i-ba-ší-ú en-um-a-šur iṣ-ba-at um-ma šu-ut-ma lá tù-šar tù-šar-ma i-na É-tí <gap>,"Ennam-Aššur has seized 36 talents of wool belonging to Ilī-dan that was in Irʾibum's house. He said: You must not release it. If you release it, in the house<gap>"""""
1681,,1684,0,um-ma be-lu-lu-ma a-na aḫ-ša-lim qí-bi-ma i-nu-mì tù-uṣ-ú-ni 1 ma-na KÙ.BABBAR a-dí-na-kum ša ṣú-ba-tim ša NA₄ GUG ša 1 ma-na pár-zi-lim be-<gap> DINGIR-ba-ni i-nu-mì i-na pá-ni-tim uṣ-ú 1.5 TÚG a-dí-in um-ma a-na-ku-ma a-na aḫ-ša-lim dí-in um-ma šu-ut-ma a-na ì-lí-a a-dí-in,"From Belulu to Ah-šalim: When you left I gave you 1 mina of silver. Of the textiles, of the carnelian, of 1 mina of iron <gap> When <gap>-bāni left earlier I gave (him) 1.5 textile. I said: Give it to Ah-šalim!"" He said: ""I gave it to Iliya."""""
1682,,1685,0,3.3333 ma-na KÙ.BABBAR ša iš-tù li-mì-im DINGIR-ba-ni a-bu-ni a-na PUZUR₄-sú-in a-na e-bu-ṭim i-dí-nu 4 ma-na 4 GÍN KÙ.BABBAR ù me-at 80 sà-am-ru-a-tim a-na a-zu-za a-bu-ni a-na e-bu-ṭim <gap>,The 3.3333 minas of silver that our father gave to Puzur-Suen as an investment-loan in the eponymy Ilī-bāni; the 4 minas 4 shekels of silver and 180 nails that our father gave to Azuza as an investment-loan <gap>
1683,,1686,0,34 TÚG ku-ta-ni i-na-pu-lu-nim 3.8333 ma-na ša mì-ší-tim 1.8333 ma-na 3.5 GÍN ša šál-ša-tim i-na pá-nim-ma a-la-qé 2 TÚG ku-ta-ni pu-šu-ke-en₆ i-na-pá-lam ša ILLAT-at pì-lá-aḫ-IŠTAR DUMU ú-zu-a,"For 34 kutānu-textiles they will balance me 3.8333 minas of the holding; 1 mina 53.5 shekels of the one-third parts I will take in the first instance. 2 -textiles Pūšu-kēn will balance me of the caravan of Pilah-Ištar, son of Uzua."
1684,,1687,0,5 ta-ma-la-ku ša ṭup-pí ḫa-ru-mu-tim a-ḫa-ma 2 ta-ma-lá-ku ša i-dí-a-bi-im ù iš-té-en ta-ma-lá-kum ša i-dí-a-šùr a-ḫa-ma i-na iš-té-en ta-ma-lá-ki-im ṭup-pu-um ša É pu-šu-ke-en₆ 1 ṭup-pu-um ša É šu-a-nim ŠU.NÍGIN 11 ta-ma-lá-ki qá-dum ša me-eḫ-ri-šu ù na-áš-pé-ra-tim a-šur-ma-sú-i i-na É-bé-tí-šu e-zi-ib,"5 tablet containers with certified tablets; further, 2 containers belonging to Iddin-abum and one container belonging to Iddin-Aššur; further in one container is the tablet concerning Pūšu-kēn's house and one tablet concerning Šu-Anum's house. In all: 11 tablet containers; Aššur-massu'ī left them together with those of his copies and missives in his house."
1685,,1688,0,5.5 ma-na URUDU SIG₅ a-na a-we-el-tim tù-um-li-a-tim wa-al-dí-DINGIR ú-bi-il₅,Waldi-ilum brought 5.5 minas of good copper to the lady from Tumliya.
1686,,1689,0,0.3333 ma-na 2.5 GÍN KÙ.BABBAR 20 NINDA i-ṣé-er tù-wa-ra-a-aḫ-šu a-lá-ḫu-um i-šu,Tuwar-ahšu owes 0.3333 mina 2.5 shekels of silver (and) 20 loaves of bread to Ali-ahum.
1687,,1690,0,2 GÍN a-na en-nam-a-šur DUMU e-lá-ma a-dí-in 1 GÍN KÙ.BABBAR a-na ra-bi₄-ṣí-šu a-dí-in 2 GÍN KÙ.BABBAR a-na PUZUR₄-a-šùr DUMU a-šùr-da-an a-dí-in 1 ma-na URUDU da-mu-qá-am a-na i-na-sú-in DUMU i-dí-na-bi₄-im a-dí-in 2 GÍN KÙ.BABBAR a-na šu-IŠTAR DUMU šu-ki-tim ni-qí-šu a-dí-in 2 GÍN KÙ.BABBAR a-na PUZUR₄-a-šùr i-nu-mì a-na a-lim{ki} i-li-ku ni-qí-i-šu a-dí-in i-nu-mì a-ma-sú e-ḫu-zu-ni 1 GÍN KÙ.BABBAR a-na am-tí-šu a-dí-in i-nu-mì PUZUR₄.IŠTAR a-ma-sú e-ḫu-zu-ni 1 GÍN KÙ.BABBAR a-na am-tí-šu a-dí-in,I gave 2 shekels to Ennam-Aššur son of Elamma; I gave 1 shekel of silver to his attorney; I gave 2 shekels of silver to Puzur-Aššur son of Aššur-dan;
