,oare_id,aligned_transliteration,aligned_translation,comment
929,bf4ff8e8-bec1-41a8-b0ac-515ec6419303_1.0,0.6666 ma-na 5 GÍN KÙ.BABBAR ší-im 2-ší-na e-ma-re áš-du-na-ni ḫu-ša-na-lim ḫa-bu-ul IGI ḫu-na-da-du-a IGI ḫu-ur-du-na-ni IGI ba-za-za-a,45 shekels of silver the price of 2 donkeys Asdunani Husanalum owes witnessed by Hunadadu by Hurdunani by Bazazaya.,Segment starts at token 45 (0.6666 ma-na = 2/3 mina = 40 shekels + 5 GÍN = 45 shekels); interval (48-62) slightly adjusted to start at token 45
930,bf4ff8e8-bec1-41a8-b0ac-515ec6419303_2.0,0.5 ma-na KÙ.BABBAR ší-im 2 e-ma-re-e i li-bi na-na-li-i ù ú-ba-ar-za-a a-ḫi-šu-ú IGI ú-šu-bu-ḫa-ma-za-a IGI du-me-ni IGI ḫu-na-da-du-a IGI ba-za-za-a-a,0.5 mina of silver the price of 2 donkeys owed by Nanali and Ubarzaya his brother witnessed by Usubuhamazaya by Dumeni by Hunadadu'a by Bazazaya.,Interval (62-85) adjusted; segment ends at ba-za-za-a-a (token 81)
931,bf4ff8e8-bec1-41a8-b0ac-515ec6419303_3.0,0.3333 ma-na 4 GÍN KÙ.BABBAR ší-im 2 e-ma-re-e i li-bi₄ ku-li-a pá-ší-ri-im IGI ba-za-za-a IGI ḫu-na-da-du-a IGI ú-a-na-me-a tap-pá-i-šu-ú IGI ḫa-šu-ta-a-li-i,24 shekels of silver the price of 2 donkeys owed by Kuliya the retailer witnessed by Bazazaya by Hunadadu'a by U'anamea his partner and by Hasutayali.,Interval (85-103) adjusted to start at token 82; 0.3333 ma-na 4 GÍN = 20+4 = 24 shekels
932,bf4ff8e8-bec1-41a8-b0ac-515ec6419303_4.0,0.5 ma-na KÙ.BABBAR ší-im 2 e-ma-re i li-bi ba-za-za-a IGI ur-dim IGI a-li-a,0.5 mina of silver the price of 2 donkeys owed by Bazazaya witnessed by Urdum by Aliya.,Interval (103-115) matches well; segment tokens 103-115
933,bf4ff8e8-bec1-41a8-b0ac-515ec6419303_5.0,ŠU.NÍGIN 3 ma-na 9 GÍN KÙ.BABBAR-áp-kà i da-áš-e i-ša-qú-lu,All together: 3 minas and 9 shekels your silver they will pay in spring.,Interval (115-124) matches well; final summary statement
934,bf9fea18-c82d-471a-a3dd-a23f3a1787ff_0.0,a-na a-dí-da ú a-lá-ḫi-im ù ku-ku-lá-nim qí-bi-ma um-ma MAN-a-šur-ma,To Adida, Al-aḫum
935,c17a25be-53ce-49b5-b8ea-5a8b09019195_0,KIŠIB lá-qé-ep DUMU šu-a-šur KIŠIB ku-ra DUMU i-dí-a-šur KIŠIB a-šur-lá-ma-sí <gap>,"Seal of Lā-qēp son of Šu-Aššur, seal of Kura son of Iddin-Aššur, seal of Aššur-lamassī<gap>",Segment 0; gap noted
936,c17a25be-53ce-49b5-b8ea-5a8b09019195_1,12.5 ma-na 5 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er lá-qé-ep DUMU šu-a-šur DAM.GÀR-ru-um i-šu,Lā-qēp son of Šu-Aššur owes 12.5 minas 5 shekels of refined silver to a merchant.,Segment 1
937,c17a25be-53ce-49b5-b8ea-5a8b09019195_2,iš-tù ḫa-muš-tim ša ku-da-tim ITU.KAM té-i-na-tim li-mu-um a-šur-ma-lik DUMU a-lá-ḫi-im DINGIR ša-pá-tám i-li-ik-ma i e-ra-bi₄-šu-ma i kà-né-eš ITU.2.KAM i-lá-ak-ma KÙ.BABBAR i-ša-qal,"Reckoned from the week of Kudātum, month Tē'inātum, eponymy Aššur-malik son of Ali-ahum, when the (moon-)god reached the fifteenth day, he will pay the silver 2 months after his arrival in Kanesh.",Segment 2
938,c17a25be-53ce-49b5-b8ea-5a8b09019195_3,šu-ma lá iš-qú-ul 1 ma-na-im 1 GÍN.TA ṣí-ib-tám i-na ITU.KAM-im ú-ṣa-áb,"If he has not paid in time, he must add interest at the rate of 1 shekel per mina per month.",Segment 3
939,c17a25be-53ce-49b5-b8ea-5a8b09019195_4,ša-ni-um ṭup-pu-šu,His second tablet:,Segment 4
940,c17a25be-53ce-49b5-b8ea-5a8b09019195_5,KIŠIB DINGIR-mu-ta-bi₄-il₅ DUMU a-mur-IŠTAR KIŠIB lá-qé-ep DUMU PUZUR₄-ša-du-e KIŠIB lá-qé-ep DUMU šu-a-šur,"Seal of Ilī-muttabbil son of Amur-Ištar, seal of Lā-qēp son of Puzur-šadu'e, seal of Lā-qēp son of Šu-Aššur.",Segment 5
941,c17a25be-53ce-49b5-b8ea-5a8b09019195_6,10 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er lá-qé-ep DUMU šu-a-šur DAM.GÀR-ru-um i-šu,Lā-qēp son of Šu-Aššur owed 10 minas of refined silver to a merchant.,Segment 6
942,c17a25be-53ce-49b5-b8ea-5a8b09019195_7,iš-tù ḫa-muš-tim ša i-tur₄-DINGIR DUMU a-mur-IŠTAR ITU.KAM bé-el-té-kà-lim li-mu-um ša qá-tí šu-sú-in KÙ.BABBAR a-na 12 ḫa-am-ša-tim i-ša-qal,"Reckoned from the week of Itūr-ilī son of Amur-Ištar, month Bēlat-ekallim, eponymy after Šu-Suen, he must pay the silver within 12 weeks.",Segment 7
943,c17a25be-53ce-49b5-b8ea-5a8b09019195_8,šu-ma i ma-lá u₄-me-šu KÙ.BABBAR lá iš-qú-ul ki-ma a-wa-at kà-ri-im ṣí-ib-tám a-na ma-na-im i-na ITU.KAM-im ú-ṣa,"If he has not paid the silver within his stipulated term, he must add interest in accordance with the rule of the colony per mina per month.",Segment 8; transliteration ends here
944,c17a25be-53ce-49b5-b8ea-5a8b09019195_9,,These are copies of the certified tablets that we have.,No corresponding transliteration; text lost/not preserved in given transliteration
945,c17a25be-53ce-49b5-b8ea-5a8b09019195_10,,"Seal of Man-mahir son of Amur-Ištar, seal of Enna-Suen son of Iddin-abum.",No corresponding transliteration; text lost/not preserved in given transliteration
946,c17a25be-53ce-49b5-b8ea-5a8b09019195_11,,Itūr-ilī gave rings of iron weighing 18.6666 shekels 15 grains to Ennam-Aššur.,No corresponding transliteration; text lost/not preserved in given transliteration
947,c17a25be-53ce-49b5-b8ea-5a8b09019195_12,,They will pass overland from here and from there in the name of Ennam-Aššur.,No corresponding transliteration; text lost/not preserved in given transliteration
948,c17a25be-53ce-49b5-b8ea-5a8b09019195_13,,"He will sell the iron and for the 22.5 minas of silver that Lā-qēp owes to a merchant, the name of the merchant has been announced: Ennam-Aššur is the merchant.",No corresponding transliteration; text lost/not preserved in given transliteration
949,c17a25be-53ce-49b5-b8ea-5a8b09019195_14,,"The iron will be sold and Ennam-Aššur will receive 22.5 minas of silver, and then Kura will receive Itūr-ilī's silver.",No corresponding transliteration; text lost/not preserved in given transliteration
950,c17a25be-53ce-49b5-b8ea-5a8b09019195_15,,"If the iron has not been sold, Ennam-Aššur will return the iron to Itūr-ilī, and Itūr-ilī will pay his silver to Ennam-Aššur.",No corresponding transliteration; text lost/not preserved in given transliteration
951,c17a25be-53ce-49b5-b8ea-5a8b09019195_16,,0.3333 mina of <gap> and 2 kutānu-textiles Itūr-ilī has <gap> to Ennam-Aššur.,No corresponding transliteration; text lost/not preserved in given transliteration
952,c1af5738-e2d2-4f1b-ad60-3a3ea13d9bcb_0,a-na ku-li-a qí-bi-ma um-ma a-ba-ba-a-a-ma,"Say to Kuliya, thus says Ababaya:",Tokens 0-4; standard epistolary opening formula
953,c1af5738-e2d2-4f1b-ad60-3a3ea13d9bcb_1,a-na-kam 1.3333 ma-na KÙ.BABBAR ša a-na mu-lá-e-i ša É sà-ba-sí-a ni-il₅-qé-e-ú be-el qá-ta-tí-a ša iš-tí-a i-zi-zu-i-ni 5-šu-nu i-na-zu-mu-ú,"Here, as for the 1 1/3 mina of silver which we borrowed to supplement the amount of Sabasiya's house/firm, my guarantors, which assisted me, all five of them, are complaining.",Tokens 5-22; interval start adjusted to 5
954,c1af5738-e2d2-4f1b-ad60-3a3ea13d9bcb_2,um-ma šu-nu-ma ṭup-pá-am ša ku-nu-ki-ki dí-ni-ni-a-tí ša KÙ.BABBAR a-na ṣí-it ku-li-a i-ší-iq-lu-i-ni KÙ.BABBAR 1 ma-na-um 7 GÍN ni-il₅-qé,They say: 'Give us a tablet with your seal to the effect that the silver has been paid for Kuliya's expenses; we have borrowed the silver at an interest of 7 shekels per mina'.,Tokens 23-40; direct speech of the guarantors
955,c1af5738-e2d2-4f1b-ad60-3a3ea13d9bcb_3,a-pu-tum 5 GÍN KÙ.BABBAR a-bu-kà a-šu-ur ù ni-ší-kà 1 GÍN KÙ.BABBAR TA a-šu-ur ù ta-zi-ma-tí-ší-na lá áš-ta-na-me-e,"Please, provide your father with 5 shekels of silver and each of your folks with one shekel of silver and let me no longer hear their complaints!",Tokens 41-57; imperatives and request
956,c1af5738-e2d2-4f1b-ad60-3a3ea13d9bcb_4,a-pu-tum ša a-wi-lu-tí-kà e-pu-uš,"Please, act as the gentleman you are!",Tokens 58-61; short exhortation
957,c1af5738-e2d2-4f1b-ad60-3a3ea13d9bcb_5,a-pu-tum KÙ.BABBAR a-na a-šùr-ṣú-lu-li dí-in-ma lu-ub-lam,"Please, give silver to Aššur-ṣululī to bring it to me.",Tokens 62-67; instruction to send silver via courier
958,c1af5738-e2d2-4f1b-ad60-3a3ea13d9bcb_6,a-na-kam ú-ša-aḫ-du-ru-ni,Here they are frightening me.,Tokens 68-69; closing remark
959,c1cad219-8b91-4edd-97ec-2371148bee7b_0.0,2 ú-kà-pu-ú e-dí-ú tum ša iš-tí du-du-ú a-na kà-ar-pá-at ú na-bi-it ṭá-áb-tim al-qé-ú,2 <gap> saddlecloths which I acquired from Dudu for one jar and a <gap> of salt.,Interval extended to token 13 to include the verb al-qé-ú which closes the first sentence
960,c1cad219-8b91-4edd-97ec-2371148bee7b_1.0,ù e-ma-sú-um ša 10 qé-e iš-tí en-um-a-šùr DUMU ší-ip-ri-im i-na té-ga-ra-ma i-ba-ší,And one emasum with a capacity of 10 quarts is with Ennum-Assur, the son of the messenger
961,c1cad219-8b91-4edd-97ec-2371148bee7b_2.0,0.5 GÍN KÙ.BABBAR ša {d}UTU-ba-ni i li-bi a-sà-nim 1 GÍN KÙ.BABBAR i tù-a-ri-šu i-da-šum,0.5 shekel of silver of Samas-bani is due from Asanum, when he comes back he will give him 1 shekel of silver.
962,c2c584b3-3042-492e-845d-f683059b3778,a-na ma-nu-ki-a-šùr DUMU a-šùr-DU₁₀ ù a-ḫa-tim DUMU ší-na-na-tim KIŠIB ú-ṣur-ša-a-šùr DUMU šu-ku-bi₄-im,To Mannu-kī-Aššur son of Aššur-ṭāb and Ahātum daughter(!) of Šinanātum; sealed by Uṣur-ša-Aššur son of Šu-Kūbum.,Single segment covering entire text; interval (0-12) spans all tokens.
963,0.0,3 ma-na 16.1666 GÍN KÙ.BABBAR ki-ma a-šùr-ma-lik DUMU lu-zi-na a-šùr-GAL DUMU ma-nu-um-šu-um-šu i-na ší-im SÍG.ḪI.A ša ú-ší-na-lam il₅-qé,Aššur-rabi son of Mannum-šumšu has received 3 minas 16.1666 shekel of silver on behalf of Aššur-malik son of Luzina from the proceeds of Ušinalam's wool.,Interval adjusted to start at token 0; the transaction begins with the amount not at token 4
964,1.0,IGI i-lá-áš-ra-ni DUMU sú-kà-li-a IGI en-na-sú-in DUMU i-dí-a-bi₄-im,Witnessed by Ilī-ašrannī son of Sukkalliya by Enna-Suen son of Iddin-abum.,Witness section aligns cleanly with suggested interval starting at token 18
965,c3b4e17f-2e5f-4e77-aff2-9f0af73c846b_0.0,KIŠIB en-um-a-šur DUMU IŠTAR-lá-ma-sí KIŠIB in-ba-a-šur DUMU pì-lá-aḫ-sú-in KIŠIB PUZUR₄.IŠTAR DUMU DINGIR-na-da,Seal of Ennam-Aššur, son of Ištar-lamassī
966,c3b4e17f-2e5f-4e77-aff2-9f0af73c846b_1.0,3 GÍN KÙ.BABBAR i-ṣé-er PUZUR₄.IŠTAR DUMU DINGIR-na-da DAM.GÀR i-šu iš-tù ḫa-mu-uš-tim ša šu-ku-bi-im ú ka-zi-a 22.5 ŠE i-na ITU.KAM ṣí-ib-tám ú-ṣa-áb ITU.KAM ma-ḫu-ur-DINGIR li-mu-um ša qá-té {d}IŠKUR-ba-ni,3 shekels of silver Puzur-Ištar, son of Ilī-nādā owes to the creditor. From the week of Šu-Kūbum and Kaziya he will add 1 / 8 shekel per month as interest. Month IV
967,c4b35290-a787-423b-af87-98e19b0cfeba_0,ša-lim-a-šùr ù šu-be-lúm DUMU i-dí-a-bi₄-im ni-kà-sí ma-aḫ-ri-ni i-sí-ú-ma 1 GÚ 13 ma-na URUDU lá-mu-nam i-ṣé-er šu-be-lim ša-lim-a-šùr i-dí,Šalim-Aššur and Šu-Bēlum son of Iddin-abum settled accounts before us and Šalim-Aššur set down 1 talent 13 minas of bad copper as a claim on Šu-Bēlum.,Interval adjusted: ends at token 17 (i-dí) rather than 18
968,c4b35290-a787-423b-af87-98e19b0cfeba_1,um-ma ša-lim-a-šùr-ma a-na šu-be-lim-ma i pì i-sú-SUD a-bi₄-a qá-ta-at a-bi₄-kà al-ta-pá-at lu i ba-a-ba-tí-šu KÙ.BABBAR al-qé-ma a-na ḫu-bu-li-šu ú-ša-qí-il₅ lu i-na na-ru-qí-a KÙ.BABBAR ma-da-ma a-na ḫu-bu-ul a-bi₄-kà ú-ša-qí-il₅ al-kam ṭup-pì-a lu-kà-li-im-kà-ma,"Šalim-Aššur said to Šu-Bēlum: ""On the orders of Issu-arik, my father, I wrote myself as your father's guarantor. I took silver from his outstanding claims and paid to cover his debt, and I paid a great deal of silver from my joint-stock capital for your father's debt. Come! Let me show you my tablets!""",Interval starts at token 18 (um-ma) and ends at token 48 (lu-kà-li-im-kà-ma)
969,c4b35290-a787-423b-af87-98e19b0cfeba_2,um-ma šu-be-lúm-ma mì-nam we-dam i-a-tí tù-lá-ma-da-ni qá-dí a-ḫi-a-ma šé-a-ni,"Šu-Bēlum answered: ""Why do you inform only me? Sue me together with my brothers.""",Interval starts at token 49 (um-ma) and ends at token 57 (šé-a-ni)
970,c4b35290-a787-423b-af87-98e19b0cfeba_3,IGI PUZUR₄-a-šur IGI en-na-nim,"Witnessed by Puzur-Aššur, by Ennānum.",Interval tokens 58-61; aligns well
971,c4b35290-a787-423b-af87-98e19b0cfeba_4,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šur ni-dí-in,The Kanesh colony gave us for these proceedings and we gave (our testimony) before the dagger of Aššur.,Interval tokens 62-72; aligns well
972,0.0,ša ḫu-bu-ul i-dí-a-bi-im 13 ma-na KÙ.BABBAR ṣa-ru-pá-am iš-tù ḫa-mu-uš-tim ša kàr-ri-a,Concerning the debt of Iddin-abum of 13 minas of refined silver. Reckoned from the week of Karriya,Interval adjusted: tokens 8–18; includes the 'from the week of Karriya' phrase which bridges into segment 1 in the guide but fits better here per HQ translation structure
973,1.0,a-na 36 ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qú-ul,he must pay within 36 weeks. If he has not paid (in time),Interval adjusted to tokens 19–25; '1.5 GÍN.TA' moved to segment 2 as it belongs to the penalty clause
974,2.0,1.5 GÍN.TA i-na ITU.KAM a-na ma-na-im ú-ṣa-áb ša a-mur-IŠTAR ù a-šùr-i-mì-tí,he must pay interest at the rate 1.5 shekel per month per mina. Concerning Amur-Ištar and Aššur-imittī.,Interval adjusted to tokens 26–36
975,c57e5e7b-d57d-40d1-a36a-786b811fa46e_0,da-a-a-nu dí-nam i-dí-nu-ma,The judges passed the following verdict:,Segment 0: tokens 0-2; interval adjusted to (0
976,c57e5e7b-d57d-40d1-a36a-786b811fa46e_1,6 GÍN KÙ.BABBAR ša kà-áp-sí-a DAM.MÍ a-lá-bí-im a-na bu-ṣí DUMU.MÍ i-dí-{d}IŠKUR ta-dí-nu iš-tù li-mì-im a-šùr-i-mì-tí ma-lá-ḫi-im 1 ma-na-um 0.5 ma-na i-na ša-tim ṣí-ib-tám tù-ṣú-bu a-na KÙ.BABBAR ú ṣí-ba-tí-šu kà-áp-sí-a DAM.MÍ a-lá-bi₄-im bu-ṣí DUMU.MÍ i-dí-{d}IŠKUR ta-še-e,"The 6 shekels of silver that Kapsiya, wife of Ali-abum, had given to Būṣi, wife(?) of Iddin-Adad, and for which from the eponymy of Aššur-imittī, the boatman, she would add an interest of 0.5 mina per mina per year - for this silver and the accumulated interest on it Kapsiya, the wife of Ali-abum will sue Būṣi, wife(?) of Iddin-Adad.",Segment 1: tokens 3-37; interval (3
977,c57e5e7b-d57d-40d1-a36a-786b811fa46e_2,a-ki-a DUMU PUZUR₄-a-šùr <gap> {d}UTU-ba-ni DUMU en-na-sú-in ma-nu-um-ki-a-šùr DUMU a-ḫu-wa-qar a-wi-lu a-ni-ú-tum da-a-nu,"Akiya, son of Puzur-Aššur, Šamaš-bāni, son of Ennam-Suen, (and) Mannum-kī-Aššur, son of Ahu-waqar - these gentlemen were the judges.",Segment 2: tokens 38-50; interval (38
978,c84fb0b6-45c9-4e6d-8923-51eddf50c2d7_0,um-ma a-šùr-ša-dí-DINGIR a-mur-IŠTAR DU₁₀-ṣí-lá-a-šùr ì-lí-a-LIM a-nu-pí-a ù a-ba-ba-a-a-i a-na ku-li-a qí-bi-ma,"Thus Aššur-šad-ilī, Amur-Ištar, Ṭāb-ṣilli-Aššur, Ilī-anum, Anuppiya, and Ababayai, say to Kuliya:",Segment 0 words 0-10; interval (0
979,c84fb0b6-45c9-4e6d-8923-51eddf50c2d7_1,a-wa-tí-kà ša É sà-ba-sí-a qá-du-um ša u₄-mu-kà ša-ak-nu-ni ni-ig-mu-ur-ma,"We have settled your affair concerning Sabasiya's house, includeing the setting of a term for you.",Segment 1 words 11-19; interval (11
980,c84fb0b6-45c9-4e6d-8923-51eddf50c2d7_2,a-ṣé-er KÙ.BABBAR ù KÙ.KI ša té-zi-bu 1.3333 ma-na iš-tí DU₁₀-a-šur DUMU DU₁₀-ì-lí 1 ma-na-um 7 GÌN a-na ṣí-ib-tim ni-il₅-qé-ma,"And in addition to the silver and gold you had left behind we borrowed 1.3333 mina from Ṭāb-Aššur, son of Ṭāb-ilī, at an interest of 7 shekels per mina.",Segment 2 words 20-38; interval (20
981,c84fb0b6-45c9-4e6d-8923-51eddf50c2d7_3,KÙ.BABBAR nu-ša-bi₄-šu-nu-ma 3 ṭup-pé-e ša a-lim{ki} 1 ṭup-pá-am ša 1.5 ma-na KÙ.BABBAR ša ḫu-bu-li-kà ú-šé-ru-ni-a-tí,"And with that silver we have satisfied them, whereupon they released to us 3 tablets of the City (and) 1 tablet recording a debt of yours of 1.5 mina of silver.",Segment 3 words 39-53; interval adjusted to (38
982,c84fb0b6-45c9-4e6d-8923-51eddf50c2d7_4,a-ša-at-kà iš-tí-ni kà-an-kà-at ITU.1.KAM ma-ḫu-ur-ì-lí li-mu-um da-ni-a,"Your wife has sealed (the debt-note) together with us, (dated to) the IVth month of the eponymy of Dān-Ea.",Segment 4 words 54-60; interval (54
983,c84fb0b6-45c9-4e6d-8923-51eddf50c2d7_5,a-pu-tum ki-ma ṭup-pí-i ta-áš-me-ú KÙ.BABBAR ù ṣí-ba-sú šé-bi₄-lá-ma ṭup-pá-am ša ku-nu-ki-ni ù ku-nu-uk a-ší-tí-kà lu né-du-uk,"Please, as soon as you have heard the letters, send the silver with the interest on it and then we will cancel the tablet with our seals and the seal of your wife.",Segment 5 words 61-76; interval (61
984,c84fb0b6-45c9-4e6d-8923-51eddf50c2d7_6,a ma-lá na-áš-pé-er-tí-kà iš-me-{d}IŠKUR DUMU i-tur₄-a-a ni-iṣ-ba-at-ma um-ma né-nu-ma 5 ma-na KÙ.BABBAR a-na ší-a-ma-tim ša PUZUR₄-a-šur DUMU a-ḫu-wa-qar tù-ub-lam kà-i-na-ni-a-tí-ma a-ta-ma ší-ma-am ša-am-ma qá-at-ni lu ni-iš,"In accordance with your written instructions we seized Išme-Adad, son of Itūraya, and told him: You brought 5 minas of silver, meant for making purchases, belonging to Puzur-Aššur, son of Ahu-waqar. Confirm our claim on it, then it is you who can make the purchases and we will establish our claim on them.",Segment 6 words 77-102; text breaks here as transliteration ends; segments 7-10 not present in preserved transliteration
985,c84fb0b6-45c9-4e6d-8923-51eddf50c2d7_7,[tablet broken/text not preserved],[If the silver turns out to belong to Puzur-Aššur, Kuliya can take it.]
986,c84fb0b6-45c9-4e6d-8923-51eddf50c2d7_8,[tablet broken/text not preserved],He answered: Puzur-Aššur is in no way involved and I did not bring along any silver!,Segment 8: transliteration not preserved in available text
987,c84fb0b6-45c9-4e6d-8923-51eddf50c2d7_9,[tablet broken/text not preserved],"We led him down to the Gate of the god and in the Gate this agreement was reached: Henceforth, wherever you see him you will make him swear the oath.",Segment 9: transliteration not preserved in available text
988,c84fb0b6-45c9-4e6d-8923-51eddf50c2d7_10,[tablet broken/text not preserved],"As for Aššur-rēṣī, son of Innāya, their affair still rests and we have not obtained a written document and (hence) we continue to detain him.",Segment 10: transliteration not preserved in available text
989,0.0,14 GÚ URUDU SIG₅ ša-bu-ra-am i-ṣé-er i-dí-a-šur DUMU dan-a-šur PUZUR₄.IŠTAR a-ḫi-šu ù i-ku-pí-a DUMU a-šur-i-mì-tí iš-ma-a-šur i-šu,"Iddin-Aššur son of Dan-Aššur, Puzur-Ištar, his brother, and Ikūn-pīya son of Aššur-imittī owe 14 talents of good broken copper to Išim-Aššur.",Break at token 17 (iš-tù); segment covers the debt statement
990,1.0,iš-tù ITU.KAM ku-zal-lu li-mu-um a-šur-i-mì-tí 1.5 ma-na.TA i-na ITU.KAM a-na GÚ ṣí-ib-tám ú-ṣú-bu URUDU i-na qá-qá-ad šál-mì-šu-nu ù ke-ni-šu-nu ra-ki-is IGI a-mur-a-šur DUMU a-šur-be-el-a-wa-tim IGI sú-in-SIPA DUMU a-mur-IŠTAR,"Reckoned from the month Kuzallu, eponymy Aššur-imittī, they will pay interest at the rate 1.5 mina per month per talent. They are jointly liable for the copper. Witnessed by Amur-Aššur son of Aššur-bēl-awātim, by Suen-rē'ī son of Amur-Ištar.",Covers interest clause plus joint liability and witness list
991,cc42fcaa-8516-4192-9424-badfedca6a62_0.0,a-na a-dí-da ù a-lá-ḫi-im qí-bi-ma um-ma SIG₅-pì-i-a-šur,To Adida and Ali-ahum from Damiq-pī-Aššur:,Standard letter opening formula
992,cc42fcaa-8516-4192-9424-badfedca6a62_1.0,14 GÍN KÙ.BABBAR a-mur-IŠTAR ni-a-um ḫa-bu-lam,Our own Amur-Ištar owes me 14 shekels of silver.,ni-a-um marks 'our own'; ḫa-bu-lam is the debt verb
993,cc42fcaa-8516-4192-9424-badfedca6a62_2.0,KÙ.BABBAR ša-áš-qí-lá-šu-ma šé-bi₄-lá-nim,Make him pay the silver and send it to me.,Imperative constructions
994,cc42fcaa-8516-4192-9424-badfedca6a62_3.0,1 TÚG SIG₅ zu-zu-a na-áš-a-ku-nu-tí,Zuzuwa brings you 1 good textile.,na-áš = he carries/brings
995,cc42fcaa-8516-4192-9424-badfedca6a62_4.0,ṣú-ba-tám dí-na-ma KÙ.BABBAR ku-un-kà-ma šé-bi-lá-nim,Sell the textile seal the silver and send it to me.,Three imperatives in sequence
